요리명,조회수,조리방법,재료,인분수,난이도,조리시간,체크할 재료
꼬막쪽파전,3830,부침,꼬막 100g| 쪽파| 부침가루 약간| 달걀 1개| 간장 약간| 청양고추 1개,1인분,초급,30분이내,달걀 고추 
꼬막찜,403,무침,꼬막 200g| 간장 2숟가락| 고춧가루 2숟가락| 맛술 2숟가락| 깨소금 약간| 참기름 약간| 부추 약간  꼬막살 150g| 밥 1공기| 상추 1줌| 고추장 2숟가락| 식초 2숟가락| 다진마늘 1/2숟가락| 참기름 약간| 깨소금 약간,1인분,아무나,30분이내,부추 마늘 상추 고추 
꼬막튀김,1107,튀김,꼬막 100g| 튀김가루 30g| 물 30g| 달걀 1개| 빵가루 30g| 식용유 150ml,1인분,아무나,15분이내,달걀 
꼬막파스타,1310,볶음,스파게티면 250g| 크림토마토파스타소스 1병(455g)| 양파 1개| 청양고추 2~3개| 통마늘 크기에 따라 15개정도| 꼬막 통조림 2캔| 파마산치즈가루 약간,1인분,아무나,30분이내,치즈 마늘 양파 파스타 고추 
꼬막피자밥,1542,기타,꼬막 약 20개| 밥 2/3공기| 소금 2꼬집| 양파 1/3개| 당근 1/4개| 피망 1/4개| 피자치즈 1컵| 케찹 적당량| 통깨 1스푼  소금 1스푼| 정종 2스푼,1인분,아무나,10분이내,당근 치즈 양파 
꼬막황태채무침,1255,무침,꼬막 100g| 황태채 15g| 간장 1/2Ts| 설탕 1/2Ts| 고춧가루 1/2Ts| 다진 마늘 1/2Ts| 물엿 1Ts| 고추장 1/2Ts| 후춧가루 1꼬집,1인분,아무나,15분이내,마늘 고추 
꼬북칩,367,튀김,라이스페이퍼 4~5장| 식용유| 치즈가루 1T,1인분,아무나,10분이내,치즈 
꼬빔면,9081,비빔,꼬막 통조림 1통| 비빔 라면 1개| 라면 스프 1봉지| 물 적당량  채 썬 대파 1/3대| 삶은 달걀 1/2개,1인분,아무나,10분이내,달걀 대파 라면 
꼬시래기냉면,1757,기타,꼬시래기 200g| 시판 냉면육수 1봉| 오이 1/2개| 삶은달걀 1/2개| 냉면 무절임 약간  무 100g| 설탕 1T| 식초 1T| 소금 1/4T| 고추가루 1/2T,1인분,아무나,5분이내,오이 달걀 고추 무 
꼬시래기무침,22977,무침,꼬시래기 1/2통| 오이 1/4개| 파프리카 1/4개  겨자 1T| 설탕 1T| 식초 1T| 통깨 1t,1인분,아무나,60분이내,오이 파프리카 
꼬시래기비빔국수,6135,비빔,모둠해초 (꼬시래기) 100g| 쌀국수 40g| 콩나물 1/2줌| 통깨 약간  고추장 1T| 고춧가루 1t| 양조간장 1T| 물엿 1T| 식초 1.5T| 깨소금 약간,1인분,아무나,30분이내,콩나물 고추 
꼬시래기비빔밥,4590,비빔,꼬시래기| 달걀| 김치| 김가루  달걀| 소금| 식초  고추장| 들기름| 통깨,1인분,초급,60분이내,달걀 김치 고추 
꼬앨밥,3445,볶음,밥| 묵은지| 달걀| 고추참치| 참기름| 깨| 올리브유| 옥수수콘,1인분,중급,15분이내,달걀 고추 
꼬치,2851,굽기,오리훈제 슬라이스 12장| 자른 대파 18개| 깨 1/2큰술  설탕 2큰술| 고추장 1큰술| 물 1/3컵| 진간장 1큰술| 올리고당 1큰술| 케첩 2큰술,1인분,초급,30분이내,대파 고추 
꼬치구이,5063,굽기,목우촌 주부9단 비엔나소시지 1봉지| 목우촌 프라임Real 로즈마리 훈제 닭가슴살 1봉지| 파프리카 1개| 대파 1단| 새송이버섯 조금| 양파 조금| 허브솔트 조금| 데리야끼소스 조금,1인분,아무나,15분이내,닭 대파 새송이버섯 양파 파프리카 
꼬치어묵탕,77095,끓이기,납작어묵 4장(더 넣어도 됨)| 나무젓가락 어묵수대로| 무 8cm두깨 덩어리| 건멸치(육수용) 1줌| 다시마 1개| 청양고추 1/4줌| 대파 1/2줌| 국간장 1T| 소금 입맛대료| 후추 톡톡,1인분,초급,10분이내,대파 고추 무 
꼬치전,21202,부침,만두| 달걀 2~3개| 쪽파 6줄| 햄 6줄| 게맛살 6줄| 단무지 6줄  노른자 1개| 밀가루 2숟가락,1인분,아무나,5분이내,달걀 무 
꼬치전김밥,1620,기타,밥 1인분| 김밥김 1장| 꼬치전 2개| 달걀 3개| 소금 약간| 깨 약간| 참기름 약간| 식용유 2T,1인분,아무나,10분이내,달걀 
꼴뚜기,1439,비빔,건꼴뚜기 1줌| 모짜렐라치즈 1줌| 시리얼 2큰술| 견과류 2큰술| 꿀 1큰술,1인분,아무나,5분이내,치즈 
꽁치감자조림,14195,조림,감자 3개| 꽁치 통조림 1개| 풋마늘 2대| 양파 1/2개  간장 1큰술| 고추가루 2큰술| 고추장 1큰술| 다진마늘 1큰술| 청주 2큰술| 매실청 1큰술| 올리고당 1큰술| 후추 1/2작은술| 참기름 1큰술| 기름 1큰술| 물 2컵,1인분,초급,30분이내,마늘 양파 고추 감자 
꽁치강정,4385,튀김,꽁치통조림(280g) 1개| 감자전분 적당량| 식용유 적당량  고추장 1스푼| 꿀 1스푼| 케찹 1스푼| 소금 1꼬집| 고춧가루 1/2스푼| 설탕 1/2스푼| 통깨 약간,1인분,초급,15분이내,고추 감자 
꽁치김밥,217,조림,꽁치 1마리| 밥 1공기| 김밥용김 1장  소금 조금| 들기름 1t| 깨 1t  간장 2T| 올리고당 1T| 설탕 1T| 다진마늘 1/2T| 물 60ml| 후추 약간,1인분,중급,30분이내,마늘 
꽁치김치말이덮밥,19253,끓이기,꽁치 캔 1개| 백김치 약간| 전분 1/2큰술| 풋고추| 감자전분 1/2큰술| 물 2큰술  고춧가루 약간| 풋고추 1개| 멸치육수 1컵| 굵은후추 약간,1인분,초급,10분이내,김치 고추 감자 
꽁치김치찜,5822,찜,꽁치캔 1통| 김치 0.5포기| 대파  물| 간장| 파,1인분,아무나,30분이내,대파 김치 
꽁치깐풍기,3512,볶음,꽁치캔 1개| 전분 1/2컵| 기름 적당량(구울때)| 기름 1큰술| 다진 홍파프리카 2큰술| 다진 청 파프리카 1큰술| 다진 노랑 파프리카 1/2큰술| 다진 마늘 1작은술  간장 2큰술| 식초 1큰술| 매실청 1큰술| 청주 1큰술| 물엿 1큰술| 물 2큰술| 홍삼가루(선택) 1g  청주 2큰술,1인분,초급,60분이내,마늘 파프리카 
꽁치덮밥,2028,조림,꽁치 1마리(1팩)| 밥 1공기| 버터 선택| 다진파 약간| 통깨 적당량  (허브)소금 1작은술| 후추 1/2작은술| 올리브오일 1~2큰술  간장 1큰술| 쯔유 1/2큰술| 물 2큰술| 양파청(매실청) 1큰술| 생강청 1/2큰술| 맛술 1큰술| 조청(올리고당/물엿) 1/2큰술  청경채 1포기| 양파 1/2개| 소금 약간| 후추 약간| 굴소스 1작은술| 올리브오일(식용유) 1큰술,1인분,초급,30분이내,양파 
꽁치버거샌드위치,2448,기타,흑미식빵 4쪽| 꽁치통조림 1/2캔| 양파 1/2개| 빨간피망 약간| 초록피망 약간| 빵가루 듬뿍 3스푼| 양배추 채썬것 약간| 토마토 작은것 1개| 체다치즈 2장  카레가루 듬뿍 1스푼| 후춧가루 약간| 소금 약간| 식용유 적당량| 마요네즈 약간| 케찹 약간,1인분,초급,30분이내,양배추 치즈 배추 양파 배 빵 
꽁치찌개,8416,끓이기,꽁치통조림 1개| 양파 1/2개| 청양고추 2개| 대파 1/2개  국간장 2스푼| 설탕 1/2스푼| 고춧가루 2스푼| 다진마늘 작은 1스푼,1인분,아무나,10분이내,마늘 대파 양파 고추 
꽁치커틀릿,874,삶기,꽁치 1필렛| 술| 후추| 어린잎채소| 방울토마토| 밀가루 1/2컵| 달걀 +소금 1개| 빵가루 +파슬리가루 1컵| 허브| 소금  삶은달걀 1~2개| 피클| 샤워크라우트 선택| 마요네즈| 레몬즙| 꿀  발사믹식초| 조청| 올리브오일,1인분,초급,30분이내,달걀 
꽁치파스타,1482,볶음,페투치니 또는 스파게티면 1인분| 꽁치통조림| 소금| 파슬리가루  올리브유 3큰술| 다진마늘 1큰술| 페페론치노| 꽁치통조림국물 5큰술| 후추가루,1인분,아무나,15분이내,마늘 
꽃,3505,기타,무 조금| 오이 조금| 당근 조금,1인분,아무나,10분이내,당근 오이 무 
꽃게된장국,67518,끓이기,꽃게 2마리| 무우 약간| 대파| 양파| 청고추| 홍고추  고추가루 1큰술| 된장 1+1/2큰술| 마늘 1큰술| 청주 1큰술| 생강즙 1큰술| 두부 작은거 1모| 생수또는쌀뜨물,1인분,초급,30분이내,마늘 대파 양파 고추 무 두부 
꽃게된장찌개,15827,끓이기,손질 꽃게 1마리| 배추 1/4포기| 부추 100g| 파 1/2뿌리| 홍고추 1개| 청양고추 1개| 팽이버섯 1/2팩| 두부 1/4모| 멸치육수 팩 1개| 된장 2T| 물 600mL| 다진마늘 1/2T| 고춧가루 1t,1인분,초급,30분이내,팽이버섯 부추 마늘 배추 배 고추 두부 
꽃게라면,35580,끓이기,라면 1개| 꽃게 1마리| 대파 1/2뿌리| 물 600ml,1인분,초급,15분이내,대파 라면 
꽃게로제파스타,11091,볶음,꽃게 1마리| 스파게티면 80g| 마늘5개| 양파1/4개  크림소스 1컵| 파마산치즈가루| 토마토소스 3스푼| 올리브유| 소금| 화이트와인| 페페론치노 약간(1인분 기준),1인분,중급,30분이내,치즈 마늘 양파 
꽃게리조또,1803,끓이기,손질된 꽃게 3조각| 햇반(찬밥) 1공기| 완숙토마토 1개| 다진양파 2T| 달걀 1개| 꽈리고추 1개| 볶은천일염(소금) 1꼬집  올리브유 2t| 카레가루 2T| 아라비따토마토소스 1.5T| 물 2컵~| 파슬리가루 1꼬집,1인분,아무나,30분이내,달걀 양파 고추 
꽃게볶음밥그라탕,9414,볶음,암꽃게 1마리| 날치알 2T| 양파 50g| 붉은파프리카 40g | 밥 1공기  허브맛솔트 약간| 맛술 3T| 올리브유 1T,1인분,초급,30분이내,양파 파프리카 
꽃게수제비,479,끓이기,꽃게 1마리| 감자 1개| 작은 양파 1개| 물 300ml| 밀가루 (2/3컵) 115g| 반죽용 물 (1/3컵) 75g| 반죽용 소금 2/3t  액젓 1T| 간장 1T| 다진마늘 0.5T| 맛술 1T| 멸치가루 1T| 청고추 2조각| 홍고추 2조각| 참기름 0.5T,1인분,아무나,30분이내,마늘 양파 고추 감자 
꽃게탕,8983,끓이기,꽃게 작은것 1마리| 무 100g| 배추 100g| 깻잎 2장| 두부 1/4모| 파 1/2뿌리  물 500mL| 멸치다시팩 1개  고춧가루 2T| 새우젓 1/2T| 다진마늘 1T| 후춧가루 1/2t| 맛술 1T| 간장 2T,1인분,중급,60분이내,깻잎 마늘 배추 배 무 새우 두부 
꽃게탕라면,1360,끓이기,꽃게 1/2마리| 다진 양파 1/2개| 채썬 애호박 1/4개| 물 550ml 2컵| 다진파 조금| 홍고추 조금  된장 2/3T| 고추장 2/3T| 고춧가루 0.5T| 국간장 0.5T| 다진마늘 0.5T| 미림 1t,1인분,초급,30분이내,마늘 양파 고추 애호박 
꽃김밥,8758,기타,김밥김 3장| 밥 2공기| 달걀 1개| 오이 초절임(길이로) 1/2개| 당근 1/3개| 미니 파프리카 4개| 깻잎 6장| 슬라이스치즈 3장| 새송이 버섯 장조림 2개  참기름| 통깨| 소금| 식용유,1인분,중급,60분이내,깻잎 당근 치즈 오이 달걀 파프리카 
꽃등심,17597,기타,소고기 꽃등심| 양송이버섯 1팩| 로즈마리 약간| 스테이크 시즈닝 약간,1인분,아무나,10분이내,소고기 
꽃등심스테이크,12726,굽기,소고기 꽃등심 부위 250g| 로즈마리 잎사귀 약간| 샐러드야채 적당량| 블루베리 약간| 파마산치즈가루 약간  허브솔트(or소금+후추) 톡톡  스테이크 소스 50ml| 물 50ml| 케첩 25ml| 올리고당 2스푼| 밀가루 1스푼| 다진마늘 1/2스푼,1인분,중급,30분이내,치즈 마늘 소고기 
꽃마리나물,195,무침,꽃마리 100g| 간장 1숟가락| 다진 마늘 0.5숟가락| 매실액 1숟가락| 참기름 1숟가락| 소금 약간,1인분,아무나,10분이내,마늘 
꽃비빔밥,844,비빔,밥 1인분| 유채꽃 또는 냉이꽃 2장| 방풍나물 5잎| 고추장 1스푼| 통깨 살짝| 잔파 1줌| 진간장 6스푼| 집간장 4스푼| 통깨 1스푼| 참기름 1스푼| 굵은고춧가루 2스푼| 다진마늘 1스푼,1인분,아무나,15분이내,마늘 고추 
꽃상추쌈밥,511,굽기,상추 10장| 밥 1공기| 소고기 150g| 쌈장 1~2스푼| 식용꽃 2~3송이,1인분,초급,30분이내,상추 소고기 
꽃양파튀김,5306,튀김,양파 1개| 카레가루 3큰술| 안매운 고춧가루 2큰술| 튀김가루 1컵| 빵가루 1컵| 달걀 1개| 우유 1/2컵| 파슬리가루 1큰술| 식용유 2큰술| 에어프라이어 또는 식용유 1개,1인분,중급,60분이내,달걀 우유 양파 
꽃이피었삼,440,기타,인삼 3개| 날치알 40g| 김밥용김 1자루| 쌀 120g  간장 2t| 설탕 2t| 소금 3.5T| 참기름 1T,1인분,초급,60분이내,
꽃주먹밥,35708,볶음,다짐육 조금| 당근 조금| 파프리카 조금| 양파 조금| 버섯 조금| 밥 조금| 김자반,1인분,아무나,30분이내,당근 양파 파프리카 
꽃차,5723,기타,따뜻한 물 200ml| 따뜻한 물 100ml| 아이스잔 적당량,1인분,아무나,5분이내,
꽈리고추멸치볶음,29336,볶음,꽈리고추 2줌| 통마늘 6개| 잔멸치 1줌  간장 2숟가락| 올리고당 1숟가락| 통깨 1숟가락| 참기름 1/2숟가락,1인분,초급,30분이내,마늘 고추 
꽈리고추무침,4136,무침,꽈리고추 10개| 밀가루 1숟가락  고추가루 1T| 간장 1.5T| 다진마늘 0.5T| 참기름 1T| 설탕 0.5T| 깨소금 톡톡,1인분,초급,10분이내,마늘 고추 
꽈리고추밀가루찜,15984,찜,꽈리고추| 밀가루  소금| 물 2스푼| 식용유 조금,1인분,아무나,10분이내,고추 
꽈리고추볶음,2727,볶음,꽈리고추| 멸치  오일 3밥숟가락| 간장 3밥숟가락| 마늘 1/2밥숟가락| 깨 내맘껏| 요리당 1밥숟가락,1인분,아무나,15분이내,마늘 고추 
꽈리고추소시지볶음,2281,볶음,프라임비엔나 소시지 1개| 꽈리고추 7개| 간장 1| 올리고당 2| 미림 1| 물 2,1인분,아무나,10분이내,고추 
꽈리고추조림덮밥,847,볶음,꽈리고추 10~12개| 통마늘 3~5개| 청양고추 1개| 생강 1/2쪽| 전분 1스푼| 밥 1인분  간장 3스푼| 설탕 2스푼| 물 100ml| 식초 2~3방울| 소금 1꼬집| 후추 약간,1인분,초급,15분이내,마늘 고추 
꽈리고추찜,6412,찜,꽈리고추 2줌| 밀가루  다진파| 다진마늘 1큰술| 간장 3큰술| 고추가루 2큰술| 깨| 참기름 1ts,1인분,아무나,10분이내,마늘 고추 
꽈리고추파전,2106,부침,깐족파 1/3단| 해물믹스| 꽈리고추 20개| 홍고추| 달걀 1개| 양파 1/2개  튀김가루 1컵| 부침가루 1컵| 물 1.5컵| 간장 1숟가락| 후추 약간,1인분,중급,30분이내,달걀 양파 고추 
꽈배기,9694,튀김,눅눅한 꽈배기 먹고고싶은만큼| 키친타올 적당량,1인분,아무나,5분이내,배 
꾸지뽕주스,1092,기타,꾸지뽕 2알| 우유 1컵,1인분,아무나,5분이내,우유 
꿀가래떡,61088,굽기,가래떡 4줄| 견과류 1줌| 올리브유 3숟갈  꿀 4숟갈,1인분,아무나,10분이내,떡 
꿀달걀말이,329,굽기,달걀 3개| 꿀 1숟가락| 우유 2숟가락| 올리브유 1숟가락| 소금 약간  참외 1개| 오이 1개| 홍초 1개| 냉면 육수 1팩| 얼음 적당량| 소금 약간,1인분,아무나,30분이내,오이 달걀 우유 
꿀계피라떼,56,끓이기,꿀 1~ 1.5스푼| 우유 200ml| 에스프레소 샷 1샷| 계피가루 적당량| 계피 스틱 1개,1인분,아무나,15분이내,우유 
꿀고구마,3389,기타,고구마 2개| 달걀 2개,1인분,아무나,15분이내,달걀 고구마 
꿀고구마맛탕,9862,튀김,고구마 적당량| 꿀 2T| 튀김유(식용유) 적당량| 검은깨(or파슬리가루) 약간,1인분,아무나,15분이내,고구마 
꿀귤에이드,28145,기타,귤 청 3+1/2숟가락| 얼음 1종이컵| 탄산수 1종이컵,1인분,아무나,5분이내,
꿀단호박,2101,기타,단호박 1개| 꿀 약간,1인분,아무나,10분이내,
꿀달걀말이,551,부침,달걀 3개| 두유 2큰술| 꿀 1/2큰술| 소금2~3꼬집,1인분,아무나,10분이내,달걀 
꿀달걀토스트,5544,굽기,꿀| 식빵| 식용유| 카카오가루,1인분,아무나,30분이내,빵 
꿀당근올리브유주스,815,기타,당근 1개| 꿀 2숟갈| 올리브유 1숟갈  당근 1개| 꿀 2숟갈| 올리브유 1숟갈| 물 100ml,1인분,아무나,5분이내,당근 
꿀떡,3748,찜,빻은 쑥 쌀가루 300g| 물 100ml| 호떡잼믹스 100g,1인분,아무나,60분이내,떡 
꿀떡볶이,104600,볶음,떡 1종이컵| 버터 1/2T| 꿀 적당히  으깬땅콩 약간,1인분,아무나,10분이내,떡 
꿀바나나,1954,절임,바나나 1개| 버터 1Ts| 꿀 1Ts,1인분,아무나,10분이내,
꿀배차,12095,끓이기,배 1개| 생강청 2T| 꿀 1T| 대추 3개,1인분,아무나,60분이내,배 
꿀아몬드,514,기타,아몬드 약 6개| 꿀 아몬드수만큼,1인분,아무나,5분이내,
꿀아몬드빵,5993,기타,물엿 / 올리고당 3 숟가락| 설탕 2 숟가락| 우유 1 숟가락| 아몬드 4 숟가락| 꿀 1 숟가락  달걀 노른자 45g| 설탕 45g| 우유 150g| 바닐라빈 1/4개| 버터 4g| 박력분 15g,1인분,초급,30분이내,달걀 우유 
꿀자몽,70066,기타,자몽| 연유,1인분,아무나,15분이내,
꿀차,6223,끓이기,꿀 3티스푼| 물 200ml,1인분,아무나,5분이내,
꿀토스트,11770,굽기,식빵 2장| 달걀 1개| 양배추 약간| 치즈 1장| 캔옥수수 1T  마요네즈 1T| 딸기잼 1T| 설탕 1T| 소금 1꼬집,1인분,초급,15분이내,양배추 치즈 달걀 배추 배 빵 
꿀프렌치토스트,5916,굽기,식빵 4쪽| 달걀 2개| 우유 50ml(머그컵1잔 200ml)| 꿀 2스푼(어른수저)| 식용유 조금| 슈거파우더 조금,1인분,아무나,30분이내,달걀 우유 빵 
꿀호떡,2269,굽기,꿀호떡 4개| 비엔나소세지 60g| 버터 0.5T,1인분,아무나,10분이내,떡 
꿀호떡샌드위치,10885,굽기,꿀호떡 2개| 달걀 1개| 슬라이스햄 2장| 슬라이스치즈 1장| 식용유 약간,1인분,아무나,30분이내,치즈 달걀 떡 
꿀호떡햄버거,1621,굽기,떡갈비패티 2장| 꿀호떡 2장| 체다치즈 1장| 피클 5개| 홍피망 3조각| 양상추 1장| 버터 2조각  마요네즈 2큰술| 머스타드 1큰술,1인분,아무나,15분이내,치즈 상추 떡 
꿔바로우,8833,튀김,돼지고기 78g| 전분 33g| 후추 약간| 소금 약간| 생강즙 약간| 식용유 잠길만큼  오이맛고추 1개 28g| 양파 9g| 진간장 1½T| 올리고당 1T| 굴소스 1/2T| 사과식초 1t| 전분 12g| 식용유 5g,1인분,초급,60분이내,사과 오이 양파 고추 돼지고기 
끈기덮밥,7680,볶음,돼지고기목살| 양파 1/2개| 고추(청양)| 대파| 달걀  소금| 후추| 토마토소스,1인분,초급,30분이내,달걀 대파 양파 고추 돼지고기 
나가사끼굴짬뽕라면,8147,끓이기,나가사끼짬뽕라면 1| 굴 200g| 대파 조금| 숙주크게 1줌| 후추 톡톡,1인분,아무나,10분이내,대파 숙주 라면 
나가사끼라면,101,끓이기,양파 1/4개| 대파 1/2개| 돼지고기 뒷다리살 100g| 사골육수 500ml| 진라면 순한맛 1봉| 숙주 100g| 후춧가루 조금| 된장 1숟가락| 다진 마늘 1숟가락| 페페론치노 2개,1인분,아무나,10분이내,마늘 대파 숙주 양파 돼지고기 라면 
나가사끼짬뽕,10068,끓이기,사골 육수 1팩(약500mL)| 우동사리 1개| 새우 살 100g| 그린홍합 4개| 베이컨 2줄| 양파 1/2개| 숙주 100g| 태국 건고추 6개| 다진마늘 1/2T| 후추 1/3t| 소금 1t,1인분,초급,30분이내,베이컨 마늘 숙주 양파 고추 새우 
나가사끼짬뽕라면,12221,끓이기,나가사끼 짬뽕라면 1개| 꽃게 1/4마리| 조개살 7개| 오징어 1/4마리| 통마늘 2알| 베트남고추 8개| 당근 1/5개| 양파 1/2개| 청경채 4잎| 숙주 1줌| 무순 약간| 백만송이 버섯 15g| 팽이버섯 5g| 올리브유 2T| 소주 2T| 소금 약간| 후추 약간| 물 550ml,1인분,아무나,30분이내,팽이버섯 오징어 당근 마늘 숙주 양파 고추 무 라면 
